Open Time,Open,High,Low,Close,Volume
2020-02-10,25.070,25.907,24.031,25.189,1405091.86
2020-02-11,25.190,25.864,24.250,25.705,1783061.99
2020-02-12,25.705,26.980,25.347,26.451,1311285.47
2020-02-13,26.452,27.397,24.580,25.456,1451755.42
2020-02-14,25.455,26.697,25.043,26.384,1271237.03
2020-02-15,26.373,26.600,23.250,24.239,1601280.92
2020-02-16,24.225,25.302,21.780,23.389,1775025.82
2020-02-17,23.355,23.623,21.519,23.452,2036473.78
2020-02-18,23.462,24.519,22.726,24.094,1293664.26
2020-02-19,24.107,24.392,21.391,22.367,1411342.31
2020-02-20,22.362,22.723,21.000,22.191,1244980.04
2020-02-21,22.172,22.933,21.815,22.209,972969.37
2020-02-22,22.221,22.374,21.510,22.008,736112.42
2020-02-23,22.007,22.997,21.977,22.868,1007250.63
2020-02-24,22.871,23.288,21.512,22.110,1270055.15
2020-02-25,22.111,22.130,20.139,20.340,1444417.18
2020-02-26,20.345,20.547,17.870,18.729,2294044.51
2020-02-27,18.723,19.635,17.701,19.154,1684886.46
2020-02-28,19.150,19.755,17.920,19.001,1718113.47
2020-02-29,19.001,20.300,18.802,19.257,1734548.17
2020-03-01,19.250,19.913,18.500,18.900,2131016.51
2020-03-02,18.909,20.051,18.768,19.900,1782168.95
2020-03-03,19.901,20.382,19.330,19.685,1607025.05
2020-03-04,19.684,20.273,19.540,19.969,1399024.21
2020-03-05,19.969,21.472,19.965,20.754,1955491.71
2020-03-06,20.750,21.770,20.692,21.379,1659669.26
2020-03-07,21.379,21.500,19.778,20.269,1393981.18
2020-03-08,20.270,20.270,16.715,16.897,2287497.85
2020-03-09,16.886,17.465,15.628,16.589,3446761.01
2020-03-10,16.603,17.450,16.289,16.850,2417921.41
2020-03-11,16.868,17.129,15.423,16.591,2157510.13
2020-03-12,16.591,16.628,8.873,9.277,8451829.08
2020-03-13,9.230,11.708,6.236,10.958,11581062.71
2020-03-14,10.952,11.300,9.875,10.135,2772315.36
2020-03-15,10.140,11.329,9.971,10.393,2073135.23
2020-03-16,10.388,10.404,8.380,9.422,4585965.54
2020-03-17,9.432,10.531,9.326,10.241,2676624.01
2020-03-18,10.237,10.425,9.658,10.392,2128780.82
2020-03-19,10.393,12.699,10.245,12.267,2968162.77
2020-03-20,12.263,13.697,10.307,11.911,3028060.57
2020-03-21,11.912,12.439,11.272,12.101,2299755.97
2020-03-22,12.105,12.483,11.020,11.160,2451920.35
2020-03-23,11.159,12.520,10.765,12.172,2267239.39
2020-03-24,12.174,12.575,11.906,12.404,1739021.07
2020-03-25,12.400,12.708,11.960,12.304,1748919.99
2020-03-26,12.307,13.267,12.100,13.202,1089249.85
2020-03-27,13.201,13.386,12.039,12.317,1496285.83
2020-03-28,12.300,12.348,11.610,12.175,1325113.38
2020-03-29,12.177,12.228,11.260,11.267,962357.57
2020-03-30,11.273,12.424,11.225,12.123,1233496.79
2020-03-31,12.128,12.750,12.100,12.536,1326495.93
2020-04-01,12.539,12.748,11.960,12.706,1409144.95
2020-04-02,12.706,13.755,12.500,13.008,1867018.75
2020-04-03,13.015,13.578,12.912,13.359,1364218.69
2020-04-04,13.361,14.051,13.136,13.781,2264887.58
2020-04-05,13.776,13.969,13.411,13.699,1172217.67
2020-04-06,13.696,15.232,13.639,15.189,1945463.95
2020-04-07,15.189,15.512,14.250,14.725,2241051.33
2020-04-08,14.728,15.377,14.567,15.098,1491320.55
2020-04-09,15.102,15.218,14.611,15.013,1257983.36
2020-04-10,15.012,15.082,13.455,13.708,1903505.01
2020-04-11,13.708,14.090,13.519,13.804,1163328.91
2020-04-12,13.812,14.846,13.639,14.287,1590489.30
2020-04-13,14.282,15.075,13.500,15.000,4021749.59
2020-04-14,15.001,15.954,14.763,15.593,4569526.70
2020-04-15,15.589,15.811,14.467,14.544,2880471.05
2020-04-16,14.544,15.767,14.069,15.737,3098334.13
2020-04-17,15.739,15.920,15.139,15.610,2188537.87
2020-04-18,15.610,16.823,15.600,16.580,2281422.62
2020-04-19,16.579,16.669,15.770,16.035,1830505.32
2020-04-20,16.030,16.456,14.775,14.928,2594135.67
2020-04-21,14.924,15.422,14.666,15.113,2440212.54
2020-04-22,15.103,15.823,14.913,15.697,1604788.72
2020-04-23,15.697,16.463,15.379,16.049,2065896.92
2020-04-24,16.055,16.269,15.658,15.930,1552796.52
2020-04-25,15.923,16.449,15.740,16.233,1260384.21
2020-04-26,16.235,16.430,15.952,16.347,1213378.93
2020-04-27,16.348,16.567,16.043,16.414,1340597.08
2020-04-28,16.402,16.465,16.140,16.335,1016776.69
2020-04-29,16.335,17.495,16.294,17.333,2061367.45
2020-04-30,17.327,18.137,16.320,16.928,3117440.20
2020-05-01,16.916,17.856,16.909,17.440,1970326.21
2020-05-02,17.439,17.568,17.248,17.520,952641.13
2020-05-03,17.519,17.799,16.771,17.083,1213703.65
2020-05-04,17.081,17.267,16.250,17.003,1525917.37
2020-05-05,16.998,17.294,16.585,16.850,1147397.72
2020-05-06,16.852,17.139,16.350,16.391,1058713.80
2020-05-07,16.388,17.242,16.024,16.997,1291777.28
2020-05-08,16.999,17.400,16.817,17.145,1168733.80
2020-05-09,17.145,17.495,16.754,16.766,1096794.81
2020-05-10,16.763,16.795,13.630,15.309,2530265.21
2020-05-11,15.306,15.522,14.014,15.073,1827284.58
2020-05-12,15.085,16.220,14.966,15.756,1966025.46
2020-05-13,15.756,16.361,15.627,16.177,1107585.56
2020-05-14,16.182,16.693,15.976,16.361,1152546.06
2020-05-15,16.368,16.451,15.542,15.710,1105577.41
2020-05-16,15.707,16.228,15.577,16.059,738007.81
2020-05-17,16.060,16.522,16.004,16.293,704263.00
2020-05-18,16.294,16.872,16.235,16.638,791209.22
2020-05-19,16.640,17.250,16.302,17.215,1083398.38
2020-05-20,17.211,17.348,16.450,16.887,1036929.85
2020-05-21,16.891,17.064,15.732,16.097,1410902.92
2020-05-22,16.092,16.924,15.935,16.606,1110318.45
2020-05-23,16.606,16.866,16.345,16.490,660987.44
2020-05-24,16.489,16.803,15.929,15.952,833129.55
2020-05-25,15.943,16.426,15.789,16.385,1036864.54
2020-05-26,16.385,16.503,15.972,16.219,861433.70
2020-05-27,16.214,16.517,16.162,16.481,715038.99
2020-05-28,16.481,17.160,16.413,17.092,754792.47
2020-05-29,17.090,17.208,16.642,17.016,956578.12
2020-05-30,17.010,17.800,16.937,17.737,1149486.18
2020-05-31,17.738,18.203,16.854,17.089,1550100.17
2020-06-01,17.098,18.173,16.983,17.956,1316915.19
2020-06-02,17.968,18.228,16.556,17.274,1588636.39
2020-06-03,17.282,17.621,16.962,17.573,870634.86
2020-06-04,17.573,17.658,17.050,17.526,925519.02
2020-06-05,17.525,17.909,17.440,17.686,1258405.64
2020-06-06,17.691,17.794,17.500,17.567,713949.46
2020-06-07,17.567,17.650,16.870,17.415,972665.27
2020-06-08,17.416,17.561,17.250,17.453,484372.68
2020-06-09,17.453,17.521,17.010,17.383,492253.86
2020-06-10,17.382,17.590,17.175,17.419,584324.54
2020-06-11,17.414,17.536,15.861,16.231,1058267.51
2020-06-12,16.234,16.822,16.078,16.643,678208.71
2020-06-13,16.645,16.822,16.490,16.807,439411.15
2020-06-14,16.809,16.819,16.391,16.566,498068.67
2020-06-15,16.566,16.606,15.404,16.378,1054648.72
2020-06-16,16.384,16.650,16.153,16.429,611416.87
2020-06-17,16.427,16.660,15.966,16.390,732374.44
2020-06-18,16.389,16.550,15.878,16.169,658968.53
2020-06-19,16.168,16.306,15.900,15.966,609887.35
2020-06-20,15.966,16.151,15.688,16.071,555612.11
2020-06-21,16.076,16.335,15.936,15.982,443718.08
2020-06-22,15.982,16.573,15.962,16.514,604840.29
2020-06-23,16.509,16.568,16.291,16.396,547942.90
2020-06-24,16.396,16.666,15.955,16.037,914643.91
2020-06-25,16.037,16.093,15.444,15.925,717234.89
2020-06-26,15.920,15.997,15.587,15.778,527797.39
2020-06-27,15.778,15.895,14.701,15.139,676888.50
2020-06-28,15.133,15.502,14.866,15.386,499658.43
2020-06-29,15.394,15.600,15.203,15.480,593042.75
2020-06-30,15.487,15.562,15.272,15.411,452224.78
2020-07-01,15.411,15.892,15.329,15.819,719045.93
2020-07-02,15.819,15.978,15.065,15.375,979124.16
2020-07-03,15.371,15.498,15.260,15.288,401055.73
2020-07-04,15.288,15.638,15.251,15.574,435268.81
2020-07-05,15.574,15.615,15.116,15.502,504443.13
2020-07-06,15.503,16.367,15.463,16.324,1083247.77
2020-07-07,16.322,16.900,16.020,16.837,1773432.41
2020-07-08,16.832,17.470,16.597,17.290,2040324.55
2020-07-09,17.291,17.530,16.504,16.844,1905706.54
2020-07-10,16.842,17.370,16.455,17.325,1664970.06
2020-07-11,17.327,17.695,17.023,17.631,1874795.70
2020-07-12,17.640,18.619,17.611,18.312,3517420.62
2020-07-13,18.313,19.069,17.800,18.419,3628616.74
2020-07-14,18.414,18.795,17.700,18.090,2879951.02
2020-07-15,18.088,18.175,17.412,17.648,2184575.72
2020-07-16,17.651,17.798,16.426,17.171,2538439.31
2020-07-17,17.168,17.484,16.950,17.073,1713580.97
2020-07-18,17.071,17.350,16.816,17.156,1330795.71
2020-07-19,17.158,18.141,16.871,18.039,3496898.97
2020-07-20,18.041,18.333,17.249,17.493,2566534.66
2020-07-21,17.482,17.990,17.404,17.737,1532182.84
2020-07-22,17.730,18.133,17.448,18.103,1322551.32
2020-07-23,18.115,18.788,18.056,18.768,2188672.07
2020-07-24,18.764,19.583,18.248,19.204,3673730.88
2020-07-25,19.206,20.081,19.154,19.840,2662190.38
2020-07-26,19.840,20.340,19.112,19.577,2425776.85
2020-07-27,19.580,20.222,18.331,19.792,3493682.10
2020-07-28,19.789,20.730,19.480,20.184,3005300.19
2020-07-29,20.180,20.435,19.779,19.901,1425583.56
2020-07-30,19.906,20.149,19.521,19.978,1221121.31
2020-07-31,19.988,20.880,19.950,20.686,1898997.59
2020-08-01,20.683,21.799,20.598,21.646,2430826.19
2020-08-02,21.641,22.250,18.546,20.959,3083866.51
2020-08-03,20.961,22.562,20.615,22.064,3221483.44
2020-08-04,22.064,22.465,21.439,22.323,2212028.31
2020-08-05,22.324,23.550,22.084,23.236,3451873.87
2020-08-06,23.235,23.274,22.500,22.760,2125780.63
2020-08-07,22.757,23.000,21.010,22.334,3142139.90
2020-08-08,22.334,22.914,21.813,22.909,1839275.06
2020-08-09,22.908,22.918,22.000,22.416,1440236.79
2020-08-10,22.426,22.806,22.000,22.656,1659355.72
2020-08-11,22.655,22.792,20.600,21.278,2437916.51
2020-08-12,21.289,22.021,20.509,21.503,2215072.53
2020-08-13,21.503,21.896,20.669,21.789,2571288.23
2020-08-14,21.798,23.356,21.273,23.141,3798335.65
2020-08-15,23.141,23.820,22.755,23.107,2360235.15
2020-08-16,23.096,23.833,22.707,23.540,2005272.88
2020-08-17,23.540,24.081,22.940,23.503,2257776.71
2020-08-18,23.504,23.806,22.319,23.016,1861857.37
2020-08-19,23.016,23.279,21.810,22.376,2064063.08
2020-08-20,22.393,23.350,22.043,23.122,1896105.42
2020-08-21,23.127,23.350,21.711,22.123,2267255.76
2020-08-22,22.122,22.274,21.297,22.216,1571139.74
2020-08-23,22.217,22.261,21.554,21.853,1251991.61
2020-08-24,21.854,23.002,21.680,22.600,1323978.32
2020-08-25,22.600,22.667,21.000,21.400,1704436.47
2020-08-26,21.400,22.531,21.282,22.212,1877357.34
2020-08-27,22.210,23.178,21.834,23.129,2558646.21
2020-08-28,23.129,23.609,22.624,23.095,1990551.98
2020-08-29,23.098,23.534,22.764,22.952,1333272.92
2020-08-30,22.951,23.900,22.903,23.642,1582433.86
2020-08-31,23.641,24.019,22.950,23.166,1504888.98
2020-09-01,23.167,25.672,22.822,24.756,3228209.34
2020-09-02,24.756,25.908,23.000,24.756,4638282.25
2020-09-03,24.759,25.568,19.810,20.424,6460942.13
2020-09-04,20.410,21.843,19.077,20.940,4451249.08
2020-09-05,20.942,21.464,17.890,19.430,3265792.40
2020-09-06,19.415,23.471,18.503,23.137,5373191.20
2020-09-07,23.120,23.564,19.911,22.398,4554593.01
2020-09-08,22.405,23.396,21.250,23.180,4193590.98
2020-09-09,23.177,24.480,22.350,24.417,3386032.27
2020-09-10,24.403,25.577,24.057,24.509,3221589.03
2020-09-11,24.512,25.684,23.019,25.365,3076021.80
2020-09-12,25.347,28.507,25.325,28.395,5342732.98
2020-09-13,28.397,32.360,28.006,31.142,9514711.33
2020-09-14,31.139,33.302,29.050,30.856,10524610.07
2020-09-15,30.867,30.899,26.688,27.086,10130811.09
2020-09-16,27.088,28.300,25.577,27.816,6869769.43
2020-09-17,27.816,28.741,26.055,26.989,4643696.37
2020-09-18,26.988,28.824,26.607,27.653,4628880.80
2020-09-19,27.660,28.054,26.685,27.226,2224710.77
2020-09-20,27.226,27.374,25.111,26.324,3280892.10
2020-09-21,26.329,26.652,22.200,23.120,6839808.24
2020-09-22,23.120,24.594,22.662,24.051,4183191.74
2020-09-23,24.051,24.366,22.435,22.839,3723770.38
2020-09-24,22.839,24.679,22.562,24.560,2921696.68
2020-09-25,24.560,25.089,23.726,24.677,2493303.30
2020-09-26,24.674,26.444,24.454,26.162,2570949.91
2020-09-27,26.162,26.850,25.466,26.219,2814420.58
2020-09-28,26.221,27.670,25.830,26.973,3293265.26
2020-09-29,26.973,28.948,26.834,28.822,4414780.77
2020-09-30,28.823,29.549,27.780,29.200,3456590.90
2020-10-01,29.200,29.305,26.193,27.455,4434355.39
2020-10-02,27.454,28.091,25.570,27.285,5191308.82
2020-10-03,27.302,28.255,27.005,28.133,2486140.18
2020-10-04,28.133,29.130,27.850,28.961,2848752.58
2020-10-05,28.973,29.185,28.069,28.616,2309511.07
2020-10-06,28.616,28.940,27.277,27.687,3309469.96
2020-10-07,27.685,27.855,26.836,27.667,2141195.20
2020-10-08,27.664,27.820,26.510,27.669,2264352.22
2020-10-09,27.669,28.490,27.430,28.373,1976557.32
2020-10-10,28.373,29.231,28.077,28.359,1885181.08
2020-10-11,28.359,28.725,27.833,28.501,1513440.09
2020-10-12,28.502,31.100,28.428,30.638,5798244.20
2020-10-13,30.640,31.701,29.957,30.622,4480813.93
2020-10-14,30.623,31.335,30.305,30.800,2709570.37
2020-10-15,30.804,31.701,30.332,31.300,3225994.49
2020-10-16,31.299,31.891,29.560,30.026,4453919.08
2020-10-17,30.031,30.560,29.666,30.200,1681259.96
2020-10-18,30.202,30.950,30.132,30.599,1838350.02
2020-10-19,30.600,30.672,29.700,29.899,2176988.84
2020-10-20,29.899,30.089,28.500,28.831,2639829.66
2020-10-21,28.832,30.420,28.651,29.734,3038475.70
2020-10-22,29.732,31.280,29.682,30.663,2969500.15
2020-10-23,30.658,31.186,30.065,30.630,1900619.78
2020-10-24,30.630,30.850,30.407,30.629,927606.27
2020-10-25,30.629,30.990,29.850,30.107,1470943.00
2020-10-26,30.104,31.370,29.925,31.022,3277614.79
2020-10-27,31.021,32.448,30.821,31.423,4314842.52
2020-10-28,31.415,31.930,29.750,30.322,2931609.08
2020-10-29,30.322,30.423,29.460,29.845,2307279.52
2020-10-30,29.847,30.190,27.451,28.509,3609401.75
2020-10-31,28.510,28.910,28.120,28.504,1636871.66
2020-11-01,28.509,28.685,28.105,28.568,1166370.60
2020-11-02,28.564,29.271,27.773,27.807,2698951.61
2020-11-03,27.806,27.806,25.727,26.878,3416204.58
2020-11-04,26.879,26.979,25.937,26.960,2674949.35
2020-11-05,26.962,27.947,26.674,27.721,3049246.30
2020-11-06,27.723,29.555,27.721,29.052,3610757.42
2020-11-07,29.054,29.914,26.851,27.788,4232157.28
2020-11-08,27.784,28.740,27.485,28.427,1910190.58
2020-11-09,28.421,28.978,27.375,28.100,2500157.58
2020-11-10,28.100,28.539,27.717,28.237,2011956.56
2020-11-11,28.238,28.600,27.811,28.010,1570625.19
2020-11-12,28.012,28.188,27.302,27.712,1509464.91
2020-11-13,27.712,28.488,27.550,28.227,2001986.93
2020-11-14,28.227,28.233,27.408,27.964,1213580.95
2020-11-15,27.959,28.240,27.069,27.681,1611727.73
2020-11-16,27.681,28.231,27.480,27.997,1523268.24
2020-11-17,27.990,28.830,27.958,28.554,2544418.50
2020-11-18,28.561,28.840,27.203,28.120,2854413.67
2020-11-19,28.123,28.388,27.650,28.123,1769669.98
2020-11-20,28.123,29.339,28.074,28.986,2819396.37
2020-11-21,28.986,30.838,28.339,30.581,4992749.70
2020-11-22,30.587,31.362,28.878,30.045,4664400.13
2020-11-23,30.041,31.179,29.821,31.063,4520129.80
2020-11-24,31.057,35.328,30.852,33.919,11036062.96
2020-11-25,33.927,35.423,30.300,31.285,6090274.80
2020-11-26,31.284,31.793,26.409,28.258,9344593.80
2020-11-27,28.263,28.750,27.263,28.500,3319292.13
2020-11-28,28.500,29.722,27.927,29.168,2567869.23
2020-11-29,29.165,30.479,28.910,30.138,2572348.98
2020-11-30,30.138,31.696,29.759,31.535,3329955.45
2020-12-01,31.540,32.000,29.164,30.206,4032903.50
2020-12-02,30.205,30.993,29.504,30.278,2308003.41
2020-12-03,30.286,30.859,29.884,30.721,1656800.75
2020-12-04,30.720,31.160,28.757,29.039,2403792.70
2020-12-05,29.040,30.041,28.682,29.740,1626331.61
2020-12-06,29.730,30.162,29.057,29.499,1398524.30
2020-12-07,29.508,29.668,29.090,29.380,1053377.07
2020-12-08,29.384,29.488,27.453,27.687,1961246.58
2020-12-09,27.682,28.398,26.932,28.152,1476065.49
2020-12-10,28.145,28.243,27.422,27.700,1036482.54
2020-12-11,27.699,27.784,26.747,27.356,1219804.25
2020-12-12,27.359,28.235,27.283,28.162,1029509.45
2020-12-13,28.163,29.323,28.023,29.182,1386617.61
2020-12-14,29.185,30.194,28.690,30.031,2027509.43
2020-12-15,30.040,30.335,29.305,29.470,1372204.44
2020-12-16,29.471,30.670,29.035,30.563,2173014.46
2020-12-17,30.564,31.634,29.746,30.237,3996558.39
2020-12-18,30.238,31.260,29.638,31.000,1958227.68
2020-12-19,31.000,34.356,30.931,33.337,5468744.51
2020-12-20,33.346,35.700,32.600,34.290,6599639.99
2020-12-21,34.297,35.695,31.500,32.130,7192550.36
2020-12-22,32.130,33.858,30.500,33.527,4476925.13
2020-12-23,33.527,34.500,29.800,31.159,5435106.02
2020-12-24,31.161,32.776,30.354,32.504,3172919.14
2020-12-25,32.525,33.532,31.745,33.231,2648964.10
2020-12-26,33.235,34.106,32.578,33.638,2918075.41
2020-12-27,33.641,35.132,31.792,33.676,4249254.43
2020-12-28,33.680,36.268,33.352,36.026,4737639.14
2020-12-29,36.023,39.500,35.372,39.122,7250595.49
2020-12-30,39.127,39.355,36.852,38.224,2447370.68
2020-12-31,38.209,38.280,36.670,37.386,1803543.66
2021-01-01,37.400,39.082,37.000,37.795,2613623.24
2021-01-02,37.795,39.060,36.790,38.271,2789507.96
2021-01-03,38.271,41.906,37.838,41.300,5731756.14
2021-01-04,41.301,43.646,38.011,41.142,6603696.97
2021-01-05,41.126,41.807,38.844,41.799,4157283.50
2021-01-06,41.806,42.328,40.530,42.288,3385263.29
2021-01-07,42.286,44.928,41.300,43.570,4664178.86
2021-01-08,43.566,43.690,40.054,42.394,4283914.41
2021-01-09,42.403,44.301,41.520,43.907,3048897.77
2021-01-10,43.911,45.200,39.786,42.399,4438160.76
2021-01-11,42.394,42.464,35.130,38.104,7471566.19
2021-01-12,38.114,39.998,37.135,38.275,3873565.39
2021-01-13,38.274,40.512,37.000,40.192,3655018.80
2021-01-14,40.208,42.039,39.680,41.911,3023256.98
2021-01-15,41.912,42.690,38.696,40.880,3622510.35
2021-01-16,40.882,44.226,40.689,43.171,4005216.95
2021-01-17,43.169,46.784,41.000,45.857,5321151.21
2021-01-18,45.861,46.967,44.145,45.442,3761963.01
2021-01-19,45.447,47.400,41.686,42.492,5885999.28
2021-01-20,42.477,42.802,40.195,42.607,4038131.83
2021-01-21,42.620,42.714,38.116,38.647,4457043.10
2021-01-22,38.648,41.426,36.810,40.863,4101010.61
2021-01-23,40.855,41.799,39.504,40.925,2586537.96
2021-01-24,40.927,42.273,40.280,41.850,1854955.87
2021-01-25,41.850,43.435,40.500,41.826,2542580.91
2021-01-26,41.835,42.556,39.876,41.873,2217988.98
2021-01-27,41.860,42.131,39.710,40.902,2497721.46
2021-01-28,40.907,42.999,40.360,42.452,2241362.92
2021-01-29,42.452,44.100,41.837,42.863,2967302.44
2021-01-30,42.869,45.156,42.600,44.744,1953602.31
2021-01-31,44.740,45.707,43.374,44.353,1771975.33
2021-02-01,44.345,52.578,43.418,51.483,5792782.90
2021-02-02,51.461,52.888,49.315,50.914,4571265.54
2021-02-03,50.906,52.694,49.751,52.096,2182777.61
2021-02-04,52.095,56.948,51.008,55.968,3742663.91
2021-02-05,55.960,68.800,55.925,67.736,5761391.94
2021-02-06,67.690,75.538,61.520,72.555,12358167.87
2021-02-07,72.548,74.500,64.034,68.269,6571573.68
2021-02-08,68.259,80.386,67.400,80.146,7926793.81
2021-02-09,80.146,116.592,78.785,107.249,17338691.09
2021-02-10,107.254,148.900,107.250,128.901,27321335.80
2021-02-11,128.900,133.605,118.000,124.110,7898640.86
2021-02-12,124.148,141.850,121.000,136.745,7979486.20
2021-02-13,136.728,139.000,124.951,133.500,4435209.64
2021-02-14,133.500,140.417,128.541,135.844,5327989.90
2021-02-15,135.890,140.187,117.189,130.037,5327626.06
2021-02-16,130.036,134.000,126.200,130.334,3003950.45
2021-02-17,130.327,176.920,127.000,165.556,11845430.36
2021-02-18,165.638,201.690,163.257,195.549,15260592.33
2021-02-19,195.571,350.000,195.000,334.094,35904371.35
2021-02-20,334.111,337.000,223.342,252.807,20932443.53
2021-02-21,253.053,309.086,249.001,294.864,14676450.99
2021-02-22,294.945,295.986,219.000,267.467,15428019.61
2021-02-23,267.444,270.081,183.500,230.982,19576669.04
2021-02-24,230.990,280.811,213.200,254.183,14890210.61
2021-02-25,254.194,265.820,231.000,234.376,9071200.41
2021-02-26,234.409,239.772,208.872,221.600,10146456.87
2021-02-27,221.594,238.000,218.991,225.360,5396399.16
2021-02-28,225.330,229.294,195.000,210.110,7904773.17
2021-03-01,210.196,260.000,209.052,255.033,11445294.27
2021-03-02,255.069,265.584,227.121,239.713,7830293.28
2021-03-03,239.673,255.387,236.054,240.499,6569331.17
2021-03-04,240.427,250.311,225.577,229.743,5592589.83
2021-03-05,229.698,231.637,215.700,225.407,5124643.74
2021-03-06,225.409,232.386,219.424,226.349,3351778.24
2021-03-07,226.382,244.389,224.770,240.269,4499987.45
2021-03-08,240.283,243.394,229.000,240.555,3799282.72
2021-03-09,240.553,298.292,235.820,293.464,12635026.59
2021-03-10,293.424,296.500,264.000,278.397,10156146.59
2021-03-11,278.397,316.491,272.434,290.040,12275392.55
2021-03-12,290.040,290.954,246.336,263.372,9784609.14
2021-03-13,263.404,284.933,255.550,276.980,5299618.99
2021-03-14,276.994,277.710,263.114,263.278,3400635.57
2021-03-15,263.431,268.158,249.649,254.523,4745146.30
2021-03-16,254.530,259.902,240.000,258.957,4021206.86
2021-03-17,258.964,272.598,248.624,270.149,3325521.09
2021-03-18,270.187,278.239,257.461,261.699,4023547.21
2021-03-19,261.699,269.486,255.001,262.924,2412866.29
2021-03-20,262.933,274.848,261.585,264.332,2695399.68
2021-03-21,264.305,268.121,257.232,264.852,2342979.86
2021-03-22,264.852,277.607,253.000,254.967,4184146.94
2021-03-23,254.990,263.031,252.000,255.654,3094054.40
2021-03-24,255.605,268.807,240.000,248.468,3981391.25
2021-03-25,248.520,250.084,222.902,233.852,5051270.59
2021-03-26,233.849,255.192,233.744,255.072,3135255.75
2021-03-27,255.046,276.338,248.788,269.619,3929000.15
2021-03-28,269.605,281.670,261.100,268.799,3872203.57
2021-03-29,268.788,278.500,264.520,275.426,2623334.32
2021-03-30,275.421,312.811,271.507,312.347,7941174.14
2021-03-31,312.322,317.890,283.000,302.700,7969896.60
2021-04-01,302.702,340.000,301.000,335.334,6517964.68
2021-04-02,335.374,358.418,325.000,338.821,6764633.33
2021-04-03,338.721,349.800,315.200,322.235,4675679.12
2021-04-04,322.244,352.867,316.116,349.304,4016471.30
2021-04-05,349.277,381.240,335.532,368.763,5689326.56
2021-04-06,368.754,413.068,364.500,403.484,7737755.90
2021-04-07,403.499,414.784,356.777,375.947,11124864.67
2021-04-08,375.947,423.468,372.146,418.755,6253328.86
2021-04-09,418.770,454.842,405.050,454.840,6426818.58
2021-04-10,454.801,489.500,449.895,472.789,8798239.92
2021-04-11,472.860,529.909,460.800,526.179,6886715.60
2021-04-12,526.188,640.500,517.200,598.229,23039501.26
2021-04-13,598.212,605.145,533.500,553.269,10826674.04
2021-04-14,553.352,593.414,519.061,549.788,9289659.77
2021-04-15,549.788,558.324,534.205,542.723,3947360.25
2021-04-16,542.745,549.959,487.556,508.924,9544356.51
2021-04-17,508.919,548.545,506.000,515.342,5197888.39
2021-04-18,515.432,520.684,416.364,482.127,9714866.04
